Código de producto;Nombre del producto;Categoría;Subcategoría;CATEGOR;Inventario inicial;Descripción corta del producto;Descripción larga (Lo más detallada posible);Fabricante (Opcional)
740617316681        ;DISCO SOLIDO KINGSTON 1TB M.2 SSD NV1;Componentes;Almacenamiento;Componentes,Almacenamiento;1;DISCO SOLIDO KINGSTON 1TB M.2 SSD NV1;-;Kingston
740617261219        ;DISCO SOLIDO KINGSTON 240GB SSD A400 SATA3;Componentes;Almacenamiento;Componentes,Almacenamiento;1;DISCO SOLIDO KINGSTON 240GB SSD A400 SATA3;-;Kingston
740617323047        ;DISCO SOLIDO KINGSTON 250GB M.2 NV1 SSD;Componentes;Almacenamiento;Componentes,Almacenamiento;1;DISCO SOLIDO KINGSTON 250GB M.2 NV1 SSD;-;Kingston
740617277357        ;DISCO SOLIDO KINGSTON 960GB SSD A400 SATA3;Componentes;Almacenamiento;Componentes,Almacenamiento;1;DISCO SOLIDO KINGSTON 960GB SSD A400 SATA3;-;Kingston
ST1000LM048         ;"DISCO DURO SEAGATE 1TB 2.5"" BARRACUDA INTERNO";Componentes;Almacenamiento;Componentes,Almacenamiento;1;"DISCO DURO SEAGATE 1TB 2.5"" BARRACUDA INTERNO";-;Seagate
DH961SEA45          ;"DISCO DURO SEAGATE 2TB  3.5"" SKYHAWK INTERNO";Componentes;Almacenamiento;Componentes,Almacenamiento;1;"DISCO DURO SEAGATE 2TB  3.5"" SKYHAWK INTERNO";-;Seagate
765441050372        ;"DISCO SOLIDO T-FORCE 500GB SSD TUF RGB DELTA SATA3 2.5""";Componentes;Almacenamiento;Componentes,Almacenamiento;1;"DISCO SOLIDO T-FORCE 500GB SSD TUF RGB DELTA SATA3 2.5""";-;T-Force
718037856322        ;DISCO SOLIDO WD 1TB M.2 SSD BLUE 2280;Componentes;Almacenamiento;Componentes,Almacenamiento;1;DISCO SOLIDO WD 1TB M.2 SSD BLUE 2280;-;Western Digital
WD40PURZ            ;"DISCO DURO WD 4TB 3.5"" PURPURA INTERNO";Componentes;Almacenamiento;Componentes,Almacenamiento;1;"DISCO DURO WD 4TB 3.5"" PURPURA INTERNO";-;Western Digital
718037883878        ;DISCO SOLIDO WD 500GB M.2 2280 SN570 NVMe;Componentes;Almacenamiento;Componentes,Almacenamiento;1;DISCO SOLIDO WD 500GB M.2 2280 SN570 NVMe;-;Western Digital
712345670001        ;"DISCO DURO WD 1TB 3.5"" SATA INTERNO";Componentes;Almacenamiento;Componentes,Almacenamiento;1;"DISCO DURO WD 1TB 3.5"" SATA INTERNO";-;Western Digital
4713218469274       ;DISCO SOLIDO XPG 1TB M.2 SSD 2280 NVMe;Componentes;Almacenamiento;Componentes,Almacenamiento;1;DISCO SOLIDO XPG 1TB M.2 SSD 2280 NVMe;-;XPG
4710273770727       ;DISCO DURO XPG 256GB M.2 SSD SX6000 LITE 2280 NVMe;Componentes;Almacenamiento;Componentes,Almacenamiento;1;DISCO DURO XPG 256GB M.2 SSD SX6000 LITE 2280 NVMe;-;XPG
4710562758979       ;COOLER AEROCOOL CYLON ARGB 4FAN;Componentes;Enfriamiento;Componentes,Enfriamiento;1;COOLER AEROCOOL CYLON ARGB 4FAN;-;Aerocool
4710562757958       ;COOLER AEROCOOL MIRAGE L360 ARGB NEGRO;Componentes;Enfriamiento;Componentes,Enfriamiento;1;COOLER AEROCOOL MIRAGE L360 ARGB NEGRO;-;Aerocool
192876745205        ;COOLER ASUS LC 240 RGB TUF LIQUIDO;Componentes;Enfriamiento;Componentes,Enfriamiento;1;COOLER ASUS LC 240 RGB TUF LIQUIDO;-;Asus
840006616672        ;COOLER CORSAIR iCUE H100i RGB PRO XT DUAL 2FAN;Componentes;Enfriamiento;Componentes,Enfriamiento;1;COOLER CORSAIR iCUE H100i RGB PRO XT DUAL 2FAN;-;Corsair
840006624868        ;COOLER CORSAIR iCUE H60i PRO XT LIQUIDO;Componentes;Enfriamiento;Componentes,Enfriamiento;1;COOLER CORSAIR iCUE H60i PRO XT LIQUIDO;-;Corsair
6931858779784       ;COOLER GAMEMAX GAMMA 200 RGB;Componentes;Enfriamiento;Componentes,Enfriamiento;1;COOLER GAMEMAX GAMMA 200 RGB;-;Gamemax
6931858790635       ;COOLER GAMEMAX GAMMA 500 LED AMD;Componentes;Enfriamiento;Componentes,Enfriamiento;1;COOLER GAMEMAX GAMMA 500 LED AMD;-;Gamemax
6931858790772       ;COOLER GAMEMAX ICEBERG 240 RGB LIQUIDO;Componentes;Enfriamiento;Componentes,Enfriamiento;1;COOLER GAMEMAX ICEBERG 240 RGB LIQUIDO;-;Gamemax
6931858790789       ;COOLER GAMEMAX ICEBERG 360 RGB LIQUIDO;Componentes;Enfriamiento;Componentes,Enfriamiento;1;COOLER GAMEMAX ICEBERG 360 RGB LIQUIDO;-;Gamemax
6931858791441       ;COOLER GAMEMAX ICECHILL 120 ARGB RAINBOW LIQUIDO;Componentes;Enfriamiento;Componentes,Enfriamiento;1;COOLER GAMEMAX ICECHILL 120 ARGB RAINBOW LIQUIDO;-;Gamemax
6931858791434       ;COOLER GAMEMAX ICECHILL 240 ARGB RAINBOW LIQUIDO;Componentes;Enfriamiento;Componentes,Enfriamiento;1;COOLER GAMEMAX ICECHILL 240 ARGB RAINBOW LIQUIDO;-;Gamemax
824142205686        ;COOLER MSI 360R RGB MYSTIC LIGHT LIQUIDO;Componentes;Enfriamiento;Componentes,Enfriamiento;1;COOLER MSI 360R RGB MYSTIC LIGHT LIQUIDO;-;MSI
842243019254        ;COOLER XPG LEVANTE 240 RGB LGA1200 LIQUIDO;Componentes;Enfriamiento;Componentes,Enfriamiento;1;COOLER XPG LEVANTE 240 RGB LGA1200 LIQUIDO;-;XPG
038014010MAVFN14RGB ;COOLING PAD MARVO FN-14 RGB LED;Componentes;Enfriamiento;Componentes,Enfriamiento;1;COOLING PAD MARVO FN-14 RGB LED;-;MARVO
884102048661        ;VENTILADOR COOLER MASTER HYPER 212 RGB INTEL-AMD;Componentes;Enfriamiento;Componentes,Enfriamiento;1;VENTILADOR COOLER MASTER HYPER 212 RGB INTEL-AMD;-;Cooler Master
6931858791038       ;VENTILADOR GAMEMAX GMX-12-RBB RGB;Componentes;Enfriamiento;Componentes,Enfriamiento;1;VENTILADOR GAMEMAX GMX-12-RBB RGB;-;Gamemax
6931858791076       ;VENTILADOR GAMEMAX GMX-AF12X FRGB;Componentes;Enfriamiento;Componentes,Enfriamiento;1;VENTILADOR GAMEMAX GMX-AF12X FRGB;-;Gamemax
5055492400703       ;VENTILADOR GAMEMAX GMX-WFBK-BK 12CM NEGRO;Componentes;Enfriamiento;Componentes,Enfriamiento;1;VENTILADOR GAMEMAX GMX-WFBK-BK 12CM NEGRO;-;Gamemax
6931858791052       ;VENTILADOR GAMEMAX RB300 3-EN-1 RGB;Componentes;Enfriamiento;Componentes,Enfriamiento;1;VENTILADOR GAMEMAX RB300 3-EN-1 RGB;-;Gamemax
6931858790956       ;VENTILADOR GAMEMAX RL300  4FAN RGB;Componentes;Enfriamiento;Componentes,Enfriamiento;1;VENTILADOR GAMEMAX RL300  4FAN RGB;-;Gamemax
6931858791106       ;VENTILADOR GAMEMAX RQ300 3-EN-1 RGB;Componentes;Enfriamiento;Componentes,Enfriamiento;1;VENTILADOR GAMEMAX RQ300 3-EN-1 RGB;-;Gamemax
4710562755978       ;VENTILADORES AEROCOOL MIRAGE 12 PRO 3FAN ARGB;Componentes;Enfriamiento;Componentes,Enfriamiento;1;VENTILADORES AEROCOOL MIRAGE 12 PRO 3FAN ARGB;-;Aerocool
4718009157248       ;FUENTE DE PODER AEROCOOL CYLON 600W RGB 80P BRONZE;Componentes;Fuentes de poder;Componentes,Fuentes de poder;1;FUENTE DE PODER AEROCOOL CYLON 600W RGB 80P BRONZE;-;Aerocool
884102054174        ;FUENTE DE PODER COOLER MASTER MWE 700 80P BRONZE V2;Componentes;Fuentes de poder;Componentes,Fuentes de poder;1;FUENTE DE PODER COOLER MASTER MWE 700 80P BRONZE V2;-;Cooler Master
884102053344        ;FUENTE DE PODER COOLER MASTER 550W 80P BLANCA;Componentes;Fuentes de poder;Componentes,Fuentes de poder;1;FUENTE DE PODER COOLER MASTER 550W 80P BLANCA;-;Cooler Master
840006620594        ;FUENTE DE PODER CORSAIR CX650F RGB BLANCA 80P BRONZE MODULAR;Componentes;Fuentes de poder;Componentes,Fuentes de poder;1;FUENTE DE PODER CORSAIR CX650F RGB BLANCA 80P BRONZE MODULAR;-;Corsair
840006619338        ;FUENTE DE PODER CORSAIR VS500 80 PLUS;Componentes;Fuentes de poder;Componentes,Fuentes de poder;1;FUENTE DE PODER CORSAIR VS500 80 PLUS;-;Corsair
843368034191        ;FUENTE DE PODER EVGA 600 W 80 PLUS;Componentes;Fuentes de poder;Componentes,Fuentes de poder;1;FUENTE DE PODER EVGA 600 W 80 PLUS;-;EVGA
6931858767965       ;FUENTE DE PODER GAMEMAX 800W RGB VP-800 80P BRONZE;Componentes;Fuentes de poder;Componentes,Fuentes de poder;1;FUENTE DE PODER GAMEMAX 800W RGB VP-800 80P BRONZE;-;Gamemax
6931858767842       ;FUENTE DE PODER GAMEMAX VP-600 80P BRONZE;Componentes;Fuentes de poder;Componentes,Fuentes de poder;1;FUENTE DE PODER GAMEMAX VP-600 80P BRONZE;-;Gamemax
6931858767941       ;FUENTE DE PODER GAMEMAX VP-600 RGB 80P BRONZE;Componentes;Fuentes de poder;Componentes,Fuentes de poder;1;FUENTE DE PODER GAMEMAX VP-600 RGB 80P BRONZE;-;Gamemax
813567028628        ;FUENTE DE PODER GIGABYTE 550W P550B 80P BRONZE;Componentes;Fuentes de poder;Componentes,Fuentes de poder;1;FUENTE DE PODER GIGABYTE 550W P550B 80P BRONZE;-;Gigabyte
813567025573        ;FUENTE DE PODER GIGABYTE 650W P650B 80P BRONZE;Componentes;Fuentes de poder;Componentes,Fuentes de poder;1;FUENTE DE PODER GIGABYTE 650W P650B 80P BRONZE;-;Gigabyte
813567028659        ;FUENTE DE PODER GIGABYTE P450B 80P BRONZE;Componentes;Fuentes de poder;Componentes,Fuentes de poder;1;FUENTE DE PODER GIGABYTE P450B 80P BRONZE;-;Gigabyte
CS000GBT1L          ;FUENTE DE PODER GIGABYTE P550B 550W 80P BRONZE;Componentes;Fuentes de poder;Componentes,Fuentes de poder;1;FUENTE DE PODER GIGABYTE P550B 550W 80P BRONZE;-;Gigabyte
813567028710        ;FUENTE DE PODER GIGABYTE P750GM 750W 80P GOLD MODULAR;Componentes;Fuentes de poder;Componentes,Fuentes de poder;1;FUENTE DE PODER GIGABYTE P750GM 750W 80P GOLD MODULAR;-;Gigabyte
813567029038        ;FUENTE DE PODER GIGABYTE P850GM 80P GOLD MODULAR;Componentes;Fuentes de poder;Componentes,Fuentes de poder;1;FUENTE DE PODER GIGABYTE P850GM 80P GOLD MODULAR;-;Gigabyte
7862125251292       ;FUENTE DE PODER QUASAD QGP-650W 80 PLUS BRONZE;Componentes;Fuentes de poder;Componentes,Fuentes de poder;1;FUENTE DE PODER QUASAD QGP-650W 80 PLUS BRONZE;-;Quasad
015186000003        ;FUENTE DE PODER SPEEDMIND PS-600W;Componentes;Fuentes de poder;Componentes,Fuentes de poder;1;FUENTE DE PODER SPEEDMIND PS-600W;-;Speedmind
